Job Title,Company Name,Location,Summary,Posting Date
Microsoft .Net Web Developer,DIBSYS IncCompany Name - DIBSYS Inc,"Chicago, IL, USA","Position Title: PHP .NET C# Web Developer - Locals Only* Location: Chicago, IL Duration: 12 Months # of Positions: 2 All Submissions Due on: Tuesday, September 19, 2023 at 05:00pm CST Dynamic Interactive Business System Inc. is looking for a Web Developer with PHP, C# & .NET experience for its direct Client in Chicago, IL.  The candidate must meet ALL of the following requirements:  Must be Local to Chicago and hold an IL Drivers License.Four years web development experience using PHP, .Net, C#.",Posted 27 days ago | Updated 18 days ago
Microsoft .Net Web Developer,IT Concepts IncCompany Name - IT Concepts Inc,"Charlottesville, VA, USA","<>DescriptionFounded in 2003, IT Concepts’ core values – customer-centricity, teamwork, driven to deliver, innovation, and integrity – ensure we work together to be the best, realize objectives, and make a positive impact in our communities. We intentionally created and sustain our ITC culture that embraces change, experimentation, continuous learning, and improvement. We bring our design thinking problem solving approach that challenges assumptions, prioritizes curiosity, and invites complexity",Posted 4 days ago | Updated 4 days ago
Web Developer,IT Concepts IncCompany Name - IT Concepts Inc,"Charlottesville, VA, USA","<>DescriptionFounded in 2003, IT Concepts’ core values – customer-centricity, teamwork, driven to deliver, innovation, and integrity – ensure we work together to be the best, realize objectives, and make a positive impact in our communities. We intentionally created and sustain our ITC culture that embraces change, experimentation, continuous learning, and improvement. We bring our design thinking problem solving approach that challenges assumptions, prioritizes curiosity, and invites complexity",Posted 4 days ago | Updated 4 days ago
Web Developer,AirswiftCompany Name - Airswift,"Batavia, IL, USA","An IT security consulting firm is looking for a senior consultant to join their assessments team. You will be performing IT Audits & Cyber/Information Security assessments for clients. Any framework or standard experience is a plus, but specifically NIST and PCI are highest priority.  This position will involve some travel to client sites (10-20% maximum) and can otherwise be performed remotely. However occasional travel to the home office is strongly preferred, so applicants should reside on th",Posted 29 days ago | Updated 26 days ago
Web Developer,KellyCompany Name - Kelly,"Waukesha, WI, USA","Web Developer 3 Waukesha WI Kelly Services top client is seeking a Web Developer 3 Responsibilities/Job Description: As the Multimedia Content Specialist, you will support any multimedia content needs of the Virtual training team to include but not limited to AR. VR model creation, video editing, document and training editing and creating templates. Support the team in problem solving, creating content, and troubleshooting multimedia issues. Type: Contract W2 PAY $20.00-$25.00 PER/HOUR!! Essenti",Posted 28 days ago | Updated 5 hours ago
Web Developer,"PMO Partners, LLCCompany Name - PMO Partners, LLC","Lisle, IL, USA","FRONT-END WEB DEVELOPER We are looking for a Front-End Web Developer that is tech savvy, creative and data-driven. This role collaborates with all team members to ensure copy and design are in sync and align with overall client branding. You will be able to maintain project ownership while creating web applications and components from the planning stage to production deployment. As part of a growing company and team, the role requires strong leadership and forward thinking in order to deliver va",Posted 34 days ago | Updated 6 days ago
Web Developer,Katmai Government ServicesCompany Name - Katmai Government Services,"Millersville, MD, USA","Role: AEM Developer  Location: Plano, TX  Type: Fulltime Job Description: Experience developing with Adobe. Experience Manager v6.0 and higher. Experience developing in JAVA with a solid understanding of UI technologies  Experience building CQ / AEM components and templates. Java and JavaScript experience. Understanding of HTML and Basic Scripting Language (JavaScript, jQuery). Understanding of Core and Advanced Java. Understanding of AEM Author, Publisher and Dispatcher Layer. Experience on dev",Posted 14 days ago
Web Developer,Next Step SystemsCompany Name - Next Step Systems,"Washington, DC, USA","Web Developer, TS/SCI with Full Scope Poly Security Clearance Required, Washington, DC  The Web Developer will join an existing team providing web portal services in support of the Corporate Management Services (CMS) transformation activities focused on establishing and maintaining CMS Web pages, the Service Reliability Engineering (SRE) products and services and providing user experience support. The role requires a self-motivated individual that is comfortable working in a team environment. Th",Posted 26 days ago | Updated 9 hours ago
Web Developer,TEKsystems c/o Allegis GroupCompany Name - TEKsystems c/o Allegis Group,"Rosemont, IL, USA","Description: - Analyzes, designs, develops, tests, and supports all aspects of Angular development, JAVA web services, and API's.  - Must be a fast learner and get up to speed quickly. Feels comfortable in assuming different roles as a member of a development team.  - Skills Required: Bachelor's degree in Computer Science or a related field such as design preferred.  - 1-3 years experience analyzing, designing, developing, testing, and implementing services and applications using AGILE methodolo",Posted 6 days ago | Updated 4 hours ago
Web Developer,Jobelephant.comCompany Name - Jobelephant.com,"Bronxville, NY, USA","Sarah Lawrence College's Office of Information Technology Sevices/Web Services Department is seeking a web-focused .NET Developer with at least two years of professional experience to work with a small, tight-knit team of web professionals focused on bringing important services and information to the college community through robust, user-friendly online applications. The .NET Developer will take on primary programming responsibilities and assist in developing and maintaining custom and third-pa",Posted 32 days ago | Updated 32 days ago
Web Developer,University of Michigan - ITSCompany Name - University of Michigan - ITS,"Ann Arbor, MI, USA","How to ApplyA cover letter and resume are important submissions for the hiring team to get a sense of your experience. In the cover letter, in one page or less, please let us know how this role aligns with your career aspirations and skills. Submit both a cover letter and resume as one file. Competitive salary available based on qualifications, experience and education of the selected candidate. SummaryThe Information and Technology Services (ITS) organization at the University of Michigan is se",Posted 22 days ago
Web Developer,Virtusa CorporationCompany Name - Virtusa Corporation,"Columbus, OH, USA","Title : UI Web Developer  Location: Columbus, OH  Duration: Full Time  Day 1 Onsite / Hybrid Model React expereince must Formal training or certification on software engineering concepts and 5+ years applied experienceHands-on practical experience in system design, application development, testing, and operational stabilityStrong hands-on experience with JavaScript, Java, Web FrameworkExperience in developing, debugging, and maintaining code in a large corporate environment with one or more mode",Posted 60+ days ago | Updated 1 day ago
Web Developer,Tech Brothers LLCCompany Name - Tech Brothers LLC,Remote,"Duties and Responsibilities Write well-designed, testable, efficient code with best practices in mind Ensure cross-browser compatibility of layout and new features Continuously research emerging technologies and industry trends Implement new website features and content, including graphic elements, website navigation and page layout. Troubleshoot difficult or sensitive problems and find positive solutions while maintaining both short and long-term deadlines Collaborate with our teams to ensure a",Posted 4 days ago
Web Developer,Genesis10Company Name - Genesis10,"Madison, WI, USA","New Journey AI/Genesis10 is actively seeking a resource for a 5 month Contract position with potential extension or conversion. Looking for a front-end web development contractor to join our clients External Payment Services group. You will be responsible for creating HTML/XHTML and CSS for the clients next generation payments website. The successful candidate should be experienced working with graphics design tools (Photoshop, Illustrator) and converting design mockups to cross browser compatib",Posted 6 days ago | Updated 5 hours ago
Web Developer,Robert HalfCompany Name - Robert Half,"Clive, IA, USA","Description IMMEDIATE HIRE Unique industry for a Full Stack .NET Developer! (Agile) (Direct Hire) This is not your average .NET position for the Des Moines area, and NOT in the financial services industry ! 100% REMOTE OR HYBRID IN DES MOINES Company Based out of Des Moines, Iowa PERMANENT DIRECT HIRE Up to $110K This company has a highly collaborative and FUN team environment where you will see the impact of your work! Our clients offers on their Dev team - the perks of a friendly, family type",Posted 9 days ago | Updated 5 hours ago
Web Developer,Benchmark IT- Technology TalentCompany Name - Benchmark IT- Technology Talent,"Pleasantville, NY, USA","Our direct client, a fast-growing energy company in Westchester County, NY, is seeking an experienced Front-end developer. You will be a part of the transformational journey to deliver the best systems to support companys business lines, across all channels. The Front-End Developer is to collaboratively drive the development and support of clients web-based systems for internal and external systems. This role requires deep technical knowledge of high-volume ecommerce web applications with modern",Posted 46 days ago | Updated 1 day ago
Web Developer,Zion Cloud SolutionsCompany Name - Zion Cloud Solutions,"Las Vegas, NV, USA","Urgent Requirement for Web Developer in Las Vegas, NV 89155 / Remote Position: Web Developer Location: Las Vegas, NV 89155 Duration: 6-12 Months Contract  Duties This position will function as a Web Developer for the design, testing, and implementation of a Legislative Bill Management/Tracking Web Application. Technologies include .NET C#, ASP.NET, JavaScript, jQuery, MS SQL Server, XML / JSON, Web Services, and HTML5. Specifically, this position will redesign an existing web application to incl",Posted 1 day ago | Updated 1 day ago
Web Developer,Virginia Polytechnic Institute & State UniversityCompany Name - Virginia Polytechnic Institute & State University,"Blacksburg, VA, USA","Please Note: The client is seeking a Server Load Balancing Network Engineer to join our team of qualified, diverse individuals. This position will be located in Woodlawn, MD. Put your years of experience into a future of excellence. This Network Engineer will be working on cutting edge server load balancing network design and operations. This position will support various customers within Health Solutions. This is an excellent opportunity to support and be a part of a first-class organization wo",Posted 8 days ago
Web Developer,"Advent Global Solutions, Inc.Company Name - Advent Global Solutions, Inc.","Atlanta, GA, USA","Location: Atlanta Georgia 30339 (Hybrid in office 2-3 days a week) Position: Lead Web Solutions Engineer Duration: 3-6 month contract To hire Conversion  client is looking for a resource with the below capabilities Lead Web Solutions Engineer: They are looking for someone who has a good bit of experience as a full stack developer on the front, and the back end. If they have some experience in salesforce that would be an awesome plus. Making sure they following coding standards, good team members",Posted 6 days ago | Updated 5 hours ago
Web Developer,Infobahn Softworld Inc.Company Name - Infobahn Softworld Inc.,"Fremont, CA, USA","Web Developer with React & NodeJS  Fremont, CA Onsite  Full Time Role  We are in search of an experienced software engineer with ReactJS and NodeJS expertise to contribute to the design, development, and maintenance of web-based audio/video applications. Qualifications: 8+ years of experience in developing web-based applications. Proficiency in ReactJS, Angular, Typescript, and REST APIs with a minimum of 5+ years of hands-on experience. Strong grasp of UI development, encompassing HTML/CSS, jQu",Posted 7 days ago | Updated moments ago
Web Developer,"Brains Workgroup, Inc.Company Name - Brains Workgroup, Inc.","New York, NY, USA","Our client, a major bank in New York, NY, is looking for talentedSenior Web Developer with Angular and .NET Technologies. Full time opportunity with competitive salary, bonus and great benefits package. Hybrid commute to New York, NY Office. Base salary range is around 100-150K. Senior Web Developer would be responsible for design and development of web applications and various system components including but not limited to web modules, web services and database programs. Wiill take complete own",Posted 12 days ago | Updated 7 hours ago
Web Developer,Robert HalfCompany Name - Robert Half,"Remote or Glen Burnie, MD, USA","Description There is a job opening for an experienced Web Developer looking for the next step in their career! If you can transform projects from beginning to end, you might be the passionate Web Developer Robert Half is looking for. We encourage candidates with considerable knowledge of enterprise systems, solid coding skills and a sense of creativity to apply. This Web Developer position is a short-term contract opportunity in Glen Burnie, Maryland.  What you get to do every single day:  Colla",Posted 2 days ago | Updated 5 hours ago
Drupal Web Developer,Technology VenturesCompany Name - Technology Ventures,"McLean, VA, USA","ur Government client is looking for an experiencedMicrosoft Azure DevOps Architecton a remote 4+ months renewable contract role inDenver, CO.  Position:Microsoft Azure DevOps Architect  Migration of work items from agency (TFS) on-prem to AzD per business requirements.  Minimum Resource Requirements - Required Familiarity with Azure DevOps migration tool options Familiarity with Azure DevOps work items (area paths, etc) Familiarity with TFS on-prem data, whether APIs or Direct SQL Data Access Fa",Posted 20 days ago | Updated 19 days ago
Drupal Web Developer,Robert HalfCompany Name - Robert Half,"Woodbridge Township, NJ, USA",Description The Front-End Web Development role Angular will be responsible for designing developing and maintaining web applications. This will require writing clean production-ready code which will be integrated with the backend/APIs. The role will collaborate with backend developers IT operations and IT infrastructure teams. The Front-end Developer will remain engaged through the launch to ensure that everything functions and performs at the highest level and must work very closely with users,Posted 6 days ago | Updated 5 hours ago
Drupal Web Developer,Catapult RecruitingCompany Name - Catapult Recruiting,Remote,"Duties, Scope of Work, and/or Milestones:  This position will function as a .NET Web Developer for the design, testing, and implementation of a Legislative Bill Management/Tracking Web Application. Technologies include .NET C#, ASP.NET, JavaScript, jQuery, MS SQL Server, XML / JSON, Web Services, and HTML5. Specifically, this position will redesign an existing web application to include new design and functionality for users.  Milestone Deliverables: Design/redesign an existing, secure-access we",Posted 1 day ago | Updated 1 day ago
Drupal Web Developer,Global IT FamilyCompany Name - Global IT Family,Remote,"Role: Sr. Web Developer with WCAG  Location: Remote Long term: 06+ Months  Description: Minimum of two years of experience in accessibility identification and resolution. Minimum of six months of successful experience in project management Experience with technical systems and industry standards. e.g., implementation and usage. Experience following WCAG AA 2.1 (2,0 and/or 2.2) standards. Detailed analytical and problem-solving abilities. Experienced in manual and tool testing. Strong written and",Posted 21 days ago | Updated 6 days ago
Drupal Web Developer,Leading Path Consulting LLCCompany Name - Leading Path Consulting LLC,"McLean, VA, USA","Web Developer/Software Engineer  TS/SCI w/Poly  - Application Developer - PythonJob Description: The Software Engineer will design, develop, code, test, and debug complex new software products, or make significant enhancements to existing software. The ideal candidate is a hands-on platform builder with significant experience in developing scalable data platforms, with experience in business intelligence, analytics, data science and data products. They must have strong, firsthand technical exper",Posted 18 days ago | Updated 7 days ago
Drupal Web Developer,"Vector Consulting, IncCompany Name - Vector Consulting, Inc","Austin, TX, USA","Our government client is seeking aFull Stack Java Web Developeron a 24+ months renewable contract opportunity inAustin, TX.  Role:Full Stack Java Web Developer  Duties: The worker will be responsible for developing, integrating, and testing of rest applications using Java Spring and Core, Hibernate and Microservices as well as web applications in ReactJS and Node.js frameworks. The functionalities could be running in a serverless state or on web servers hosted in a cloud environment. They may al",Posted 4 days ago
Drupal Web Developer,Alphosoft IncCompany Name - Alphosoft Inc,"Chicago, IL, USA","Java Web Developer Long-term Contract Chicago, IL  Need 10+ Years experience candidates only Job Description  Project deliverables:  Implement responsive UI pages for modern Web applications using Angular. Participate in functional design workshops and refactoring sessions. Work on user interface and consume services layer design. Support code migration to production and QA process. Translate functional requirements into detailed architecture and design. Contribute to the detailed estimation of",Posted 8 days ago | Updated 8 days ago
Drupal Web Developer,SoftPro Systems IncCompany Name - SoftPro Systems Inc,,"Location : Marietta, Alpharetta, Berkeley Heights, Columbus, Coral Spring and Omaha. The Privileged Access Engineer works under the Director of Privileged Access Engineering to plan, conduct and establish a functional vision for PAM assignments. The Engineer possesses extensive knowledge related to Privileged Access and is primarily responsible for delivery and buildout of a Privileged Access ecosystem under the Directors direction along with other team members. The Engineer must be able to inte",Posted 28 days ago | Updated 1 day ago
Drupal Web Developer,Kforce Technology StaffingCompany Name - Kforce Technology Staffing,"Remote or Redmond, WA, USA","RESPONSIBILITIES: Kforce has a client in Redmond, WA that is seeking a Web Developer 2.  Responsibilities: * The Web Developer will develop & maintain custom community-focused WordPress-based websites * Translate desktop, tablet, and mobile designs into responsive & accessible templates * Build custom API integrations with various services * Own, troubleshoot & solve compliance, security and maintenance issues * The Web Developer will collaborate with our team of developers & designers with part",Posted 41 days ago | Updated 2 hours ago
Drupal Web Developer,Randstad DigitalCompany Name - Randstad Digital,"Columbus, OH, USA","job summary:  Our client is seeking a Senior Developer with proven .NET and Azure. You will have the opportunity work on exciting software projects that invole moving from legacy applications to a new microservices architecture.  If you enjoy working on large scale projects, building new applications and migrating from legacy apps,  you are the perfect profile. location: COLUMBUS, Ohio  job type: Contract  salary: $50 - 65  per hour  work hours: 8am to 4pm  education: Bachelors responsibilities:",Posted 60+ days ago | Updated 1 hour ago
Drupal Web Developer,ALTA IT ServicesCompany Name - ALTA IT Services,Remote,"Senior Web Developer100% Remoteship required per government contract Job Summary: Modernizing the way we hire and staff our job postings. Our Enterprise AI recruiting tool is used by Recruiting teams and Project Teams to find top candidates from a massive talent pool. The Tool requires a front-end application that will give users the insights they need to make timely and educated decisions. Our focus is building out this business-critical user experience, and to do this, we need innovators in we",Posted 20 days ago | Updated 20 days ago
Drupal Web Developer,i270 Solutions GroupCompany Name - i270 Solutions Group,Remote,"Identify and support the subsequent utilization of new technology specific to identified stakeholder groups to proliferate comprehensive, timely and accurate information.Responsible for the overall look and feel of a wide range of interactive communication products.Provides support in the development and production of videos, multimedia presentations and flash animations.Develops and implements the interface, wire frames, and tools to navigate web products.Provides web development for WCT online",Posted 6 days ago
Drupal Web Developer,Cordia ResourcesCompany Name - Cordia Resources,Remote,"Title:Drupal Developer Location:Remote SecurityClearance:Ability to obtain a public trust. Compensation:Base salary range of 80k to 95k annually plus Bonus, 401k, and Full Benefits  Remote software developer role supporting Operations and Maintenance for DHS & ICE client's websites. Position is junior to mid-level with 3+ years experience with Drupal/PHP web development. Must be local to Washington DC area for occasional onsite needs.  Key Responsibilities: Collaborate with team on sprints to de",Posted 12 days ago | Updated 8 days ago
Drupal Web Developer,Robert HalfCompany Name - Robert Half,"Remote or Boston, MA, USA","Description We are wondering if you have a website developer that is available to be on standby for us this week. We are currently designing a website for a client of ours in Figma and plan to export to WebFlow per our client's request, but once we do so, we think we may need a developer to help us with the backend client requests. Please let me know when you can if you have a developer that can be of help the end of this week for a couple hours. Requirements They are launching a tech product, a",Posted 25 days ago | Updated 5 hours ago
Drupal Web Developer,INSPYR SolutionsCompany Name - INSPYR Solutions,"Remote or Las Vegas, NV, USA","Title: Full Stack Devloper Experience: 8 years experience with .NET, ASP.NET, Web Services Supporting: Treasurer's Platform Support Web Application Location Options: Las Vegas, NV or (Remote) Duration: 12+ months Compensation: $67-75/hr Qualified candidates please apply to this posting; you may also send your updated resume to Enoch Yoon at  for further review.  Job Summary This position will function as a Web Developer for the design, testing, and implementation of a Treasurer's Platform Suppor",Posted 3 days ago | Updated moments ago
Drupal Web Developer,"Request Technology, LLCCompany Name - Request Technology, LLC",Remote,"React Web Developer Rate: $30-$40/hr. Location: Fully remote Duration: 12 months  Description 4 years Experience in React web development.Working experience with the following Node JS, HTML, and CSSDesign, develop and maintain highly scalable responsive consumer applications supporting high traffic volumes.Be part of an engineering team that builds and supports amazing customer-facing products.You will communicate with customers and deliver high performing, resilient and intuitive suite of appli",Posted 6 days ago | Updated 21 hours ago
Drupal Web Developer,World Wide TechnologyCompany Name - World Wide Technology,Remote,"Why WWT? Fueled by creativity and ideation, World Wide Technology strives to accelerate our growth and nurture future innovation.  From our world-class culture to our generous benefits, to developing cutting-edge technology solutions, WWT constantly works towards its mission of creating a profitable growth company that is a great place to work. We encourage our employees to embrace collaboration, get creative, and think outside the box when it comes to delivering some of the most advanced techno",Posted 21 days ago | Updated 5 hours ago
Drupal Web Developer,Daugherty Business SolutionsCompany Name - Daugherty Business Solutions,Remote,"Job Description Summary  As our IT Desktop Services Manager, you will lead a motivated team of desktop support technicians in providing end user solutions to all areas of the business and in resolving day to day issues, growing their careers in IT, and mentoring them to provide excellent customer support. You will use metrics and reporting to show the health and service levels of your team. You will support all aspects of end user IT, including purchasing, vendor management, mobile devices, A/V",Posted 13 days ago | Updated 12 days ago
Drupal Web Developer,Smart Source TechnologiesCompany Name - Smart Source Technologies,Remote,"Job Title: Full-Stack Web Developer Location: Remote (Anywhere in the United States) Clearance: Secret We are looking for a Full-Stack Web Developer, with a proven track record of implementing, and delivering high-quality products, to join the Modeling and Simulation Development Branch team of professionals working on web-based, enterprise-level solutions and a variety of other exciting projects. • The selected candidate will be tasked with the design, development, implementation, testing, and v",Posted 14 days ago
Drupal Web Developer,Ultimo Software Solutions Inc.Company Name - Ultimo Software Solutions Inc.,Remote,"Experience in Front end UI Web development experience. Experience in cross-functional product team managers, UX designers, Architets , Developers and Automation engineers Experience in Changing JavaScript EcoSystem landscape",Posted 11 days ago
Junior Web Developer,Kforce Technology StaffingCompany Name - Kforce Technology Staffing,"Remote or Cincinnati, OH, USA","RESPONSIBILITIES: Kforce has a client in Cincinnati, OH that is seeking a Junior Web Developer to join their team. This project is slated to last through February 2025. Candidates can work remotely.  Summary: We are seeking a motivated and enthusiastic Junior Web Developer to join our web development team. As a Junior Web Developer, you will have the opportunity to work on exciting web projects, learn from experienced developers, and contribute to the creation of high-quality web applications. I",Posted 6 days ago | Updated 2 hours ago
Junior Web Developer,"Request Technology, LLCCompany Name - Request Technology, LLC",Remote,"The role of the Project Manager is to plan, execute, and finalize projects according to defined timelines and within the allocated budget. The Project Manager is responsible for ensuring that business and end users are consulted with and their input garnered for the project at hand.  Responsible for assisting agency executive management, division directors, and information technology (IT) staff and leading project tasks, resources, including State personnel and deliverables. Use appropriate proj",Posted 11 days ago
Junior Web Developer,"FriendFinder Networks, Inc.Company Name - FriendFinder Networks, Inc.",Remote,"Location:  Medford, MA  Salary:  Negotiable  Description: Location: Must be local to Medway MA - Hybrid Model: 2 days Office but may change depending on projects Description: RF Engineer will be working with an established RF design group to exponentially increase demand in both 4G/5G sectors in our network. Looking for an individual who can take on several components of a project or a complex component of a project. Utilizes specialized knowledge to complete non-routine tasks. Troubleshoots pro",Posted 18 days ago
Junior Web Developer,MapOut Digital Solutions Inc.Company Name - MapOut Digital Solutions Inc.,"Framingham, MA, USA","Please note that this is a long term contract position with benefits. The position is onsite Monday to Wednesday and every other Friday, Thursdays are remote. QUALIFICATIONS Minimum of a Bachelors/University Degree or equivalent required; preferably in Life Science, Physical Science, Nursing, or Biological Science. 2-4 years of relevant experience (or equivalent) required. Previous experience in clinical trial management or equivalent. Relevant industry certifications preferred (i.e., CCRA, RAC,",Posted 26 days ago | Updated 1 day ago
Junior Web Developer,Dexperts IncCompany Name - Dexperts Inc,"Austin, TX, USA","Position: Front-end Developer (React)  Location: 100% Remote  Duration: 1 year  Only W2 Must have: React.JS and Node.JS Primary Responsibilities: Architect, implement and maintain web applications using Node.js and TypeScript  Collaborate across team members to produce loosely coupled, highly maintainable backend systems Collaborate with product designers and clients to clarify requirements, prototype functionality, and contribute to the overall success of the product  Plan, estimate, and priori",Posted 13 days ago
Junior Web Developer,SAICCompany Name - SAIC,"Tampa, FL, USA","Job ID: 2309726  Location: MACDILL AFB, FL, US  Date Posted: 2023-07-14  Category: Software  Subcategory: SW Engineer  Schedule: Full-time  Shift: Day Job  Travel: Yes, 10 % of the Time  Minimum Clearance Required: TS/SCI  Clearance Level Must Be Able to Obtain: None  Potential for Remote Work: No  Description SAIC is seeking a Web Developer to be a member of the Software Engineering team in support of the Headquarters, U.S. Central Command J6 mission. The Web Developer is responsible for design",Posted 60+ days ago | Updated 5 hours ago
Junior Web Developer,Motion RecruitmentCompany Name - Motion Recruitment,"Chattanooga, TN, USA",Job Description Our client is seeking a Web Developer for a long-term ongoing contract (contract duration is 12 months on W2). This role is 100% Remote/Eastern Time Zone (EST). Required Skills & Experience  2 - 3 yrs of experience level Advanced knowledge of HTML / CSS Proficient oral and written communication skills Capacity to solve problems and manage multiple assignments with critical deadlines. Ability to work a flexible schedule in order to meet the needs of the business. Superior interper,Posted 60+ days ago | Updated 4 hours ago
Junior Web Developer,Suncap TechnologyCompany Name - Suncap Technology,"Cleveland, OH, USA","Job Description: Contract to Hire Role  No Sponsorship - Holder  On-Site 2-3 Days  Sr. Java Developer Role  Business background in Financials area (Payroll, AR, Accounting) . Education: Degree in Computer Science, Engineering or relevant field preferred  Responsibilities Include:  The candidate should be have profound knowledge in the areas of web based application development, testing and deployment process .  The candidate will be responsible for gathering business requirements, analyzing, cod",Posted 42 days ago | Updated 5 hours ago
Junior Web Developer,Motion RecruitmentCompany Name - Motion Recruitment,"Fort Washington, PA, USA","An exciting ecommerce company in the Fort Washington, PA area is growing its web development team and hiring a web developer to streamline and optimize their website. The right candidate has some ecommerce experience and is eager to work on a site with high-end products catering to high net-worth individuals. Required Skills & Experience HTML CSS Javascript Desired Skills & Experience BigCommerce OR Shopify What You Will Be Doing Tech Breakdown 50% BigCommerce 50% Javascript Daily Responsibiliti",Posted 60+ days ago | Updated 4 hours ago
Junior Web Developer,Elan PartnersCompany Name - Elan Partners,"Fort Worth, TX, USA","Immediate need for a talentedCyber Security Analyst. This is a 12+ Monthscontract opportunity with long-term potential andis located inJons Creek, GA (Remote).Please review the job description below and contact me ASAP ifyou are interested. Job ID: 23-26053 Pay Range: $35- $50/hour.Employee benefits include, but are not limited to, health insurance (medical, dental, vision). Key Requirements and Technology Experience: Will be working with Cyber Security team.Primarily responsible for Incidence D",Posted 60+ days ago | Updated 20 days ago
Junior Web Developer,Spearhead StaffingCompany Name - Spearhead Staffing,"New York, NY, USA","We are seeking a Web Developer for a direct hire with our client in New York, NY (10167). It is a hybrid role with compensation depends upon experience level.7-10 years of experience in the Financial services industry working with Angular front end, .NET Core backend, Azure DevOps and SQL Server are highly desired.Our client seeks a highly skilled senior developer with a broad knowledge base, passion for technology and a can-do attitude tempered with experience. Role is part of the RMBS front of",Posted 60+ days ago | Updated 4 hours ago
Junior Web Developer,Honu ServicesCompany Name - Honu Services,"Killeen, TX, USA","Position: Web Application Developer/SharePoint  Location: Fort Cavazos, TX (Killeen) Job Summary The candidate will work within a cohesive engineering team to design and build web pages using a variety of graphics software applications, techniques, and tools. Designs and develops user interface features, site animation, and special-effects elements. Contributes creative strategy for all web, mobile, digital and application initiatives while executing the aligned brand creative vision; Responsibl",Posted 7 days ago | Updated 3 hours ago
Junior Web Developer,"Trigyn Technologies, Inc.Company Name - Trigyn Technologies, Inc.","Woodbridge Township, NJ, USA","Trigyn direct client has contract opportunity for Web Developer in Woodbridge, NJ. The particulars of the position are as follows.  Description: The client is looking for a strong React Developer who will be responsible for building and enhancing web applications, with a focus on front-end web development. This is a great opportunity to work with advanced web applications and multiple technologies in addition to React.  Essential Skills:  4-6 years of experience of working as Web Developer.  Exp",Posted 60+ days ago | Updated 1 hour ago
Junior Web Developer,Randstad DigitalCompany Name - Randstad Digital,"Charlotte, NC, USA","job summary:  Position Description Seeking an innovative and passionate Fullstack Software Engineer to build key capabilities and features of Client's next generation Customer Care and Communication Platform. The ideal candidate will demonstrate an engineering mindset to solve real-world problems, technical expertise to enumerate, evaluate and improve solutions and possess leadership to effectively guide a team of engineers. In this role, you will partner closely with the platform managers, prod",Posted 11 days ago | Updated 1 hour ago
Junior Web Developer,Codeforce 360Company Name - Codeforce 360,"Remote or Redmond, WA, USA","Career Opportunity:  Job Title: Backend Web Developer (PHP & WordPress) | Redmond, WA - Remote role About CodeForce  360  Making a career choice is amongst the most critical choices one can make, and it's important for the choice to be calculated with factors such as a company's run of success since its inception and more. But, when you come across  a company that has reputation proven with nothing but an illustrious run of success since the day it began, you don't need to think of anything else",Posted 60+ days ago | Updated 1 hour ago
Junior Web Developer,TYLER TECHNOLOGIES INCCompany Name - TYLER TECHNOLOGIES INC,"Little Rock, AR, USA","Are you a passionate Web Developer who enjoys mastering new programming frameworks and technologies? Do you see challenges not as problems, but as opportunities to create innovative solutions? Do you want to build web-based software that impacts the daily lives of real people? If so, you may be the person we're looking for! We are a talented team of programmers, artists, and project managers. Our mission is to enhance the lives of the citizens of Arkansas through the development of effective e-g",Posted 60+ days ago | Updated 5 hours ago
Junior Web Developer,AbleForceCompany Name - AbleForce,"San Diego, CA, USA","Please, no third parties. Permanent residents only. This is an onsite job in San Diego, CA and there is no relocation assistance available.  Main Duties & Responsibilities: - Design, implement, and support of web projects that meet established specifications, design criteria, quality standards and business requirements with minimum supervision. - Collaborate with development team to implement a new custom, enterprise web content management system (CMS). - Design and maintains content, user inter",Posted 60+ days ago | Updated 23 hours ago
Junior Web Developer,"Paramount Software Solutions, IncCompany Name - Paramount Software Solutions, Inc","Remote or Denver, CO, USA","Requirement: Title: Sr Web Accessibility Developer (Accessibility Subject Matter Expert)  Location: Remote - 201 E Colfax Ave Denver, Colorado 80203 Duration: 12 Months Description: Please submit only those candidates that have been proven to be excellent Accessibility SMEs and strong Web Developers which meet the following minimum requirements.  2.1. Minimum of two years of experience in accessibility identification and resolution.  2.2. Minimum of six months of successful experience in project",Posted 21 days ago | Updated moments ago
Junior Web Developer,Georgia ITCompany Name - Georgia IT,Remote,".Net Core Web API Developer with AWS Development Location: Charlotte NC/ Remote Duration: 6 months  Requirements: Experience with SOA principles and design patterns. Experience with .NET Core, WebAPI,, C# and web services (REST/SOAP). Hands on experience in SQL server procedures, views, indexes and performance tuning. Should have a good sense for Code Architecture and Design Principles. Experience in deploying, operating, and managing services in AWS or other cloud environment. Experience with S",Posted 5 hours ago
Junior Web Developer,Stellar IT SolutionCompany Name - Stellar IT Solution,"Remote or Charlotte, NC, USA","Pay Rate: $55.00  Job Description:  .Net Core Web API Developer with AWS Development experience  Mandatory Skills:  .NET Core, SQL Server, Docker, Kubernetes, Web API, Angular, AWS with Kafka  Responsibilities: Build, deploy and support best-in-class software solutions for internal and external customers. Leverage technical expertise and latest tech stack to implement software development best practices. Implement Application resiliency, scalability and performance design. Work actively with qua",Posted moments ago
