Job Title,Company Name,Location,Summary,Posting Date
Infrastructure Project Manager,HCLTechCompany Name - HCLTech,Remote,"A leading global healthcare company is looking to hire an Embedded Linux engineer for a 6-month contract with opportunity for extension or full time hire. They are a market leader in diagnostics imaging with their systems for computed tomography, magnetic resonance imaging, molecular imaging, x-ray products and ultrasound systems. In this role you will be working on a complete redesign for one of their imaging products used by medical professionals for guidance. You'll have the opportunity to wo",Posted 12 days ago
Infrastructure Project Manager,Kforce Technology StaffingCompany Name - Kforce Technology Staffing,"Remote or Tarrytown, NY, USA","RESPONSIBILITIES: Kforce has a client in Tarrytown, NY that is seeking a Senior Project/Portfolio Manager. Responsibilities:  * Responsible for delivering one or multiple complex or large projects, serving as a single point of contact for those projects  * Provides guidance on developing detailed work plans, schedules, project estimates, resource plans, and status reports, as well as conducting project meetings  * Provides expertise in IT project management by leadership  * Develops methods for",Posted 11 days ago | Updated 1 hour ago
Infrastructure Project Manager,"Valiantica, IncCompany Name - Valiantica, Inc","New York, NY, USA","Job Title: UFT QA Automation Engineer Location: Jersey City, NJ Role type: Full time Responsibilities: Design, build and maintain test automation framework.Automate test cases and design, develop, and execute reusable and maintainable automated scripts.Analyze issues related to automated and/or load testing, research and propose solutions, and add, modify, or enhance previously recorded automated scripts.Analyze test results and determine the root causes of issues.Determine the severity and scop",Posted 11 days ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity","Valiantica, IncCompany Name - Valiantica, Inc","New York, NY, USA","Job Title: UFT QA Automation Engineer Location: Jersey City, NJ Role type: Full time Responsibilities: Design, build and maintain test automation framework.Automate test cases and design, develop, and execute reusable and maintainable automated scripts.Analyze issues related to automated and/or load testing, research and propose solutions, and add, modify, or enhance previously recorded automated scripts.Analyze test results and determine the root causes of issues.Determine the severity and scop",Posted 11 days ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity","SilverSearch, Inc.Company Name - SilverSearch, Inc.","Alpharetta, GA, USA","High profile Fintech client located in Alpharetta, GA has an immediate need for a Service Now Project Manager to join the team on a long term initiative. Team is about 1 year into the implementation and are expanding the scope. This role is onsite 3x week.  Required experience: Minimum of 5 years of experience (and 2-3 successful ServiceNow implementations) of experience in implementing Enterprise Service Management, ITSM in ServiceNow EngagementsStrong functional knowledge in all aspects of Ser",Posted 19 days ago | Updated 2 days ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity",Robert HalfCompany Name - Robert Half,"Minneapolis, MN, USA","Description Position Overview Direct hire, salaried position Hybrid role with the majority of the work being done remotely. Should average 1-2 day on site per week Downtown Minneapolis This role is a blended client facing project manager with experience in web content management, and website builds Job Description:  The basic function of the Web Content Project Manager is to provide web content solutions and guidance to projects with web presence while managing the company's web platform. The We",Posted 18 days ago | Updated 3 hours ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity","Chandra Technologies,  Inc.Company Name - Chandra Technologies,  Inc.","Austin, TX, USA","What You Will DoFacilitate and run workshops with business & technology partners (e.g., Solution Designers and Architects) to research and analyze current state system capabilities and define technology solutions options and recommendations.Lead and contribute to the creation of a comprehensive end-to-end solution addressing business and functional pain points.Facilitate stakeholder reviews for solutions, designs, prototypes, and other deliverable work products.Work closely with stakeholders and",Posted 10 days ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity","R Systems, Inc.Company Name - R Systems, Inc.","Sacramento, CA, USA","Position: Salesforce Project Manager Remote: Occasionally should be performed onsite Duration: Long Term Mandatory Qualifications 1. Two (2) years of Project Management experience planning and managing a Salesforce implementation. 2. Current Project Management Professional (PMP) certification issued by the Project Management Institute (PMI). 3. Minimum Required Knowledge, Experience and Skills within the past seven (7) years. Desirable Qualifications 1. A minimum of two (2) years of experience w",Posted 20 days ago | Updated 5 hours ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity","MMD Services, IncCompany Name - MMD Services, Inc",Remote,"One of the world’s largest manufacturing companies, a provider of consumer and commercial products with offices located in and around the country, is searching for an IT Project Manager with knowledge of ESG (environmental, social and governance) software implementations. With ever expanding demand for their product offering and over 10B in sales, this growing company is expanding their team in Chicago. This role is for someone with a successful history of IT Project Management heavy in Enterpri",Posted 17 days ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity",iTech SolutionsCompany Name - iTech Solutions,"Florham Park, NJ, USA","Hybrid Schedule/Partial Remote: Candidate must be willing to work in the office three days per week (Tuesday, Wednesday, Thursday in one of the following locations: Alpharetta, GA; Boston, MA; Charlotte, ; Chicago, IL; Colorado Springs, CO; Conshohocken, PA; Dallas, TX; Florham Park, NJ; Jacksonville, IL; Dallas, TX; Houston, TX; Lubbock, TX; Mt Juliet, TN; New Hyde Park, NY; New York, NY; Purchase, NY; Topeka, KS; Lenexa, KS; Fargo, NDROLE TITLE Senior IT Project Manager (Software Development)",Posted 18 days ago | Updated moments ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity",iTech SolutionsCompany Name - iTech Solutions,"Sinclairville, NY, USA","Hybrid Schedule/Partial Remote: Candidate must be willing to work in the office three days per week (Tuesday, Wednesday, Thursday in one of the following locations: Alpharetta, GA; Boston, MA; Charlotte, ; Chicago, IL; Colorado Springs, CO; Conshohocken, PA; Dallas, TX; Florham Park, NJ; Jacksonville, IL; Dallas, TX; Houston, TX; Lubbock, TX; Mt Juliet, TN; New Hyde Park, NY; New York, NY; Purchase, NY; Topeka, KS; Lenexa, KS; Fargo, NDROLE TITLE Senior IT Project Manager (Software Development)",Posted 18 days ago | Updated moments ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity",iTech SolutionsCompany Name - iTech Solutions,"Conshohocken, PA, USA","Hybrid Schedule/Partial Remote: Candidate must be willing to work in the office three days per week (Tuesday, Wednesday, Thursday in one of the following locations: Alpharetta, GA; Boston, MA; Charlotte, ; Chicago, IL; Colorado Springs, CO; Conshohocken, PA; Dallas, TX; Florham Park, NJ; Jacksonville, IL; Dallas, TX; Houston, TX; Lubbock, TX; Mt Juliet, TN; New Hyde Park, NY; New York, NY; Purchase, NY; Topeka, KS; Lenexa, KS; Fargo, NDROLE TITLE Senior IT Project Manager (Software Development)",Posted 18 days ago | Updated moments ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity","People, Data & SolutionsCompany Name - People, Data & Solutions","Remote or Phoenix, AZ, USA","Job Description Remote  Compensation: 130k About Us: We are a small group of passionate professionals who all share an interest in building something that inspires. This is no small task, so we're looking for someone who is highly motivated to ask questions, know the users, and quickly deliver a valued work product. Our engineering team operates in a remote office environment, strongly supporting a flexible schedule. This is truly a unique opportunity to join a team that is growing and in its ea",Posted 11 days ago | Updated 4 hours ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity","Maximus, Inc.Company Name - Maximus, Inc.","Remote or McLean, VA, USA",JOB RESPONSIBILITIES: Manage all client contact throughout the implementation of a complex project. Track all implementation activities and artifacts. Lead and participate in requirement and process analysis sessions and interviews. Create MS Project schedules to align with required timeline and scope (per RFP). Create and review project deliverables. Maintain project forecasts and budgets. Collaborate with various functional and technical teams (MAXIMUS and external partners) to ensure timeline,Posted 11 days ago | Updated 2 hours ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity",iTech SolutionsCompany Name - iTech Solutions,"Harrison, NY, USA","Hybrid Schedule/Partial Remote: Candidate must be willing to work in the office three days per week (Tuesday, Wednesday, Thursday in one of the following locations: Alpharetta, GA; Boston, MA; Charlotte, ; Chicago, IL; Colorado Springs, CO; Conshohocken, PA; Dallas, TX; Florham Park, NJ; Jacksonville, IL; Dallas, TX; Houston, TX; Lubbock, TX; Mt Juliet, TN; New Hyde Park, NY; New York, NY; Purchase, NY; Topeka, KS; Lenexa, KS; Fargo, NDROLE TITLE Senior IT Project Manager (Software Development)",Posted 18 days ago | Updated moments ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity",TentialCompany Name - Tential,"Vienna, VA, USA","Our client, a leading Financial services company, is seeking a talented SR IT Project Manager IT Project Management experience with a focus on supporting software upgrades Strong communicator to various levels of managementLiaise with Business, Scrum teams and Technical Stakeholders  PM/Scrum Master on dedicated teamManage project activities through all life cycles (utilizing Service Now, SharePoint, proprietary software, etc.) to ensure the best quality product is deliveredReport on project act",Posted 20 days ago | Updated 4 hours ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity",CSS TecCompany Name - CSS Tec,"Philadelphia, PA, USA","Product Owner is responsible for overseeing the development and management of financial products or services that facilitate the movement of money, such as payments, transfers, and transactions. Here's a comprehensive job description for this role  Key Responsibilities: Product Strategy: Develop and communicate a clear product strategy and vision for Move Money products, aligning them with business goals and market trends.Team Leadership: Lead cross-functional teams, including product managers,",Posted 11 days ago | Updated 4 days ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity",Kforce Technology StaffingCompany Name - Kforce Technology Staffing,"Remote or Redmond, WA, USA","RESPONSIBILITIES: Kforce is looking for a Technical Project Manager for an enterprise client in Redmond, WA.  Summary: The Justice Reform Initiative provides grants to organizations (nonprofits, NGOs) who are doing criminal justice reform. We are seeking someone who can help bridge the gap in projects between technology and technology suppliers, and these grassroots organizations (our grantees) who have differing degrees of technology capacity (sometimes none).  Key Tasks: * Support the Justice",Posted 12 days ago | Updated 1 hour ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity","ATR International, Inc.Company Name - ATR International, Inc.","Cupertino, CA, USA","Job Description:  We are seeking an Engineering Project Manager - Acoustics Technology and Module Development for a very important client The Company Acoustics Engineering Project Manager (EPM) team is looking for an EPM to lead new product and technology development initiatives across company products In this highly collaborative, impactful and visible role, the EPM will work with a wide array of partners within Hardware Engineering, Software Engineering and beyond.  Job Description: EPMs are f",Posted 19 days ago | Updated 4 hours ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity",Cyber Resource Provider LLCCompany Name - Cyber Resource Provider LLC,"Chesterfield, VA, USA","FOR IMMEDIATE DETAILS about this position, please contact MICHELL CASEY @ //  ** We will NOT accept 3rd Party (C2C) Contractors **   Position:Agile SAFe Project Mgr (Digital Platforms) JOB REF#:41470 - JIH5JP00001420  Job Type:Contract Duration:12+ Months (On-going/long-term contract) Location:Torrance, CA 90501 (HYBRID) Rate:$72.50 - $77.00 per hour (W2 Only)  ** This role is mostly REMOTE, but you MUST be willing to come onsite a few days a month (LOCAL CANDIDATES ONLY) A global company is see",Posted 18 days ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity",ComriseCompany Name - Comrise,Remote,"Hi, Hope you are doing good. Functional Title : Corporate Accounting Tech Lead (Philly) Department : Middle Office/Back Office IT ""Every strike brings me closer to the next home run."" The client is seeking a skilled Corporate Accounting Technology Developer to join its growing technology team. As a Corporate Accounting Technology Lead, you will be responsible for developing, implementing, and maintaining technology solutions to improve the accounting and finance functions of the firm. You will w",Posted 11 days ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity",Alpha Consulting Corp.Company Name - Alpha Consulting Corp.,"Lawrence Township, NJ, USA","PROJECT MANAGER, DIGITAL OPTIMIZATION, PHARMACEUTICAL LAWRENCE TOWNSHIP, NJ Hybrid 50% onsite The pay ranges between $81.00 to $84.00 per hour. Project Description: The Innovation Lab team partners with R&D stakeholders to design and deliver innovative analytics solutions that help them make better decisions, reduce costs and/or drive efficiencies. Our diverse analytics team of knowledge management experts, data scientists, analysts and data visualization specialists work on multiple projects si",Posted 17 days ago | Updated moments ago
"Only NY Consultants, no relocation profiles :: IT Project Manager Data Centre & Network Encryption :: New York, NY (Hybrid Role) :: Contract Opportunity",Apex 2000Company Name - Apex 2000,Remote,"A3 Technology, Inc. is seeking a PHP Developer to work with our Software Team to support RMLS applications. The successful candidate will collaborate with team members in resolving technical issues within the RMLS system, as well as documentation and test solutions. This position may be required to support software installation. Essential Job Functions: Knowledge and experience in software development and test under agile methodology.Develop new features and modifies the structure of existing so",Posted 12 days ago | Updated 23 hours ago
Sr. Project Manager - Physical Security Construction / Installation,Brookfield GlobalCompany Name - Brookfield Global,"San Jose, CA, USA",Industry leader are looking to hire a Project Manager to manager construction projects from start to finish. Focusing on Physical Security System construction projects key responsibilities will include: Estimating security construction projects. Managing security construction projects from start to finish. Own and manage project financials/budget. Overseeing and providing direction on security designs. Conducting system acceptance testing. Experience with Data Centers a plus.  Desirable requirem,Posted 19 days ago | Updated 10 days ago
Sr. Project Manager - Physical Security Construction / Installation,Robert HalfCompany Name - Robert Half,"Portland, OR, USA","Description This fantastic Robert Half client is looking for a Technical Project Manager to join their friendly, creative team. Project Management and ERP implementation experienceGreat communicator with excellent organizational skillsSomeone who understand technology, doesn't have to be an expertAssertive, will take initiative, communicate, collaborate and coordinate between teamsPMP certification or Project Management studies nice to have Hybrid in Portland  Salary $120 - $130k  Excellent bene",Posted 12 days ago | Updated 3 hours ago
Sr. Project Manager - Physical Security Construction / Installation,DISHCompany Name - DISH,"Englewood, CO, USA","Department Summary  DISH is a Fortune 200 company that continues to redefine the communications industry. Our legacy is innovation and a willingness to challenge the status quo, including reinventing ourselves. We disrupted the pay-TV industry in the mid-90s with the launch of the DISH satellite TV service, taking on some of the largest U.S. corporations in the process, and grew to be the fourth-largest pay-TV provider. We are doing it again with the first live, internet-delivered TV service - S",Posted 11 days ago | Updated 4 hours ago
Sr. Project Manager - Physical Security Construction / Installation,"Judge Group, Inc.Company Name - Judge Group, Inc.","Santa Rosa Valley, CA, USA","Location:  Casa Conejo, CA  Salary:  $60.00 USD Hourly - $70.00 USD Hourly  Description: Position: Program Manager  Location: Thousand Oaks, CA 91320  Duration: 12+ Months / W2 Contract Job Summary: Manages high-level, complex non-technical projects within scope, quality, time, and cost constraints to deliver specified requirements. Coordinates and directs project team members, including resource allocation and all phases of the development life cycle. Interacts with management and regularly eng",Posted 12 days ago | Updated 4 hours ago
Sr. Project Manager - Physical Security Construction / Installation,Zen & ArtCompany Name - Zen & Art,"New York, NY, USA","VDart Inc is the leading global provider of digital solutions, products and talent management company providing digital technology solutions in Automotive, Manufacturing, Energy & Utilities and Healthcare Industries. Led by a strong global team located across 10 countries including USA, Canada, Mexico, Brazil, UK, Japan, Australia & India. We are currently accepting applications from staffing firms for our Preferred Partner Program, where we align niche staffing firms with specific verticals bas",Posted 12 days ago | Updated 5 days ago
Sr. Project Manager - Physical Security Construction / Installation,Apex SystemsCompany Name - Apex Systems,"Warrendale, PA, USA","Job#: 1372629 Job Description: Construction- Project Manager II  The position performs complete Electrical (for LED Video Boards); Structural Steel and Miscellaneous Metals, siding, scrim roofing (for scoreboard enclosures); Speakers, Channel Letters and Control Room equipment integration and install (for complete turnkey construction projects). The Project Manager serves as primary point of contact for customers and subcontractors during the project.  The project manager coordinates the entire",Posted 19 days ago | Updated 3 hours ago
Sr. Project Manager - Physical Security Construction / Installation,Robert HalfCompany Name - Robert Half,"Torrance, CA, USA","Description Our client is a leader in their industry and seeking a Project Manager for Multi-Year role.  On-site 2-3 days/week in Torrance, CA  Project Management - 70% Operate as scrum master Facilitate the SAFe Agile workflow: Sprint reviews, Sprint Retrospective, Sprint Planning, project approval, and other events. Responsible for assembling project plans and teamwork assignments, directing and monitoring work efforts daily, identifying resource needs, performing quality reviews; and escalati",Posted 16 days ago | Updated 3 hours ago
Sr. Project Manager - Physical Security Construction / Installation,HireTeqCompany Name - HireTeq,Remote,"Required Qualifications Bachelor's degree or equivalent experience with Waterfall and/or Agile Project Management MethodologyAble to prepare and provide project presentations during meetings with Senior ManagementPrevious experience in project management and writing requirementsStrong analytical and problem-solving skillsPrior experience managing mid to large scale projectsAble to manage multiple projects simultaneouslyStrong Proficiency on MS Project, Visio, Microsoft Office (Word, Excel, Power",Posted 13 days ago | Updated 4 days ago
Sr. Project Manager - Physical Security Construction / Installation,TEKsystems c/o Allegis GroupCompany Name - TEKsystems c/o Allegis Group,"Thomasville, GA, USA","Description:  Essential Duties:Maintain and manage the IT project pipelineManage the IT Project Process - responsible for monitoring/control components in each phaseGuide the Business project owners through the IT Project ProcessProject requestsWork with project subject matter experts to maintain tasks and statusProject tracking, reporting, and metricsIssues/Risk logs (if necessary for each project)Track project financials as necessaryLead monthly project toll-gate meetings and processWork with",Posted 12 days ago | Updated 3 hours ago
Sr. Project Manager - Physical Security Construction / Installation,Visionsoft InternationalCompany Name - Visionsoft International,"Columbia, SC, USA","Certified Project Manager 12+ months Columbia, SC - ONSITE  REQUIRED SKILLS: 1. STRONG KNOWLEDGE OF BEST PRACTICES FOR PROJECT MANAGEMENT PRINCIPALS AND METHODOLOGIES INCLUDING KNOWLEDGE OF STANDARD PROJECT MANAGEMENT TERMINOLOGY, AS DEFINED IN THE PMI PMBOK 2. STRONG VERBAL COMMUNICATION AND WRITTEN SKILLS WITH THE ABILITY TO COMPOSE CLEAR, CONCISE REPORTS, DOCUMENTS AND CORRESPONDENCE. 3. ABILITY TO ESTABLISH AND MAINTAIN EFFECTIVE WORKING RELATIONSHIPS 4. ABILITY TO EFFECTIVELY PLAN AND ORGAN",Posted 21 days ago | Updated 15 days ago
Sr. Project Manager - Physical Security Construction / Installation,CompuGain LLCCompany Name - CompuGain LLC,Remote,"Business Analyst/Project Manager, ID: 25407232 3 Months Contract (Very high possibility of extension) Location: Role will be FULL REMOTE, however will prioritize Candidates close to corp locations : Irving Texas, Fort Myers Florida, Atlanta Georgia, Stamford Connecticut, etc. and must be able and willing to work East Coast hours Purpose:  This role has a proven ability to perform both business analyst and project management functions, working closely with business and IT stakeholders to refine r",Posted 18 days ago | Updated moments ago
Sr. Project Manager - Physical Security Construction / Installation,Futran SolutionsCompany Name - Futran Solutions,"Oakland, CA, USA",Project Manager with Power platform  Oakland CA /Remote Completes work assignments and supports business-specific projects by applying expertise in subject area; supports the development of work plans to meet business priorities and deadlines; ensures team follows all procedures and policies; coordinating and assigning resources to accomplish priorities and deadlines; collaborates cross-functionally to make effective business decisions; solving complex problems; escalating high priority issues o,Posted 18 days ago | Updated 22 hours ago
Sr. Project Manager - Physical Security Construction / Installation,Robert HalfCompany Name - Robert Half,"Syracuse, NY, USA","Description We are currently seeking a Senior Project Manager to join an existing team working onsite with local client.  This permanent employment opportunity is based in the Syracuse, New York area.  You could be the Sr. Project Manager our client is looking for, if you like the idea of managing key projects as part of their strategic business plan.  This job's primary priority, as a key member of the team, is to ensure that changes are delivered to the expectations of stakeholders.  This posi",Posted 18 days ago | Updated 3 hours ago
Sr. Project Manager - Physical Security Construction / Installation,SR International Inc.Company Name - SR International Inc.,"Remote or Jackson, MS, USA","System Soft Technologies is widely recognized for its professionalism, strong corporate morals, customer satisfaction, and effective business practices. We provide a full spectrum of business and IT services and solutions, including custom application development, enterprise solutions, systems integration, mobility solutions, and business information management. System Soft Technologies combines business domain knowledge with industry-specific practices and methodologies to offer unique solution",Posted 13 days ago
Sr. Project Manager - Physical Security Construction / Installation,KeanesoftCompany Name - Keanesoft,"Phoenix, AZ, USA","About Position  Ingestion Ops_Program Delivery_PM The Platform Support Specialist plays a critical role in ensuring the smooth operation of the company's financial platform and supporting the needs of clients and internal stakeholders. As a Platform Support Specialist, you will be responsible for addressing and resolving technical issues, providing excellent customer service, and contributing to the overall success of the platform.  What You'll Do Overall Technical delivery oversight for platfor",Posted 13 days ago
Sr. Project Manager - Physical Security Construction / Installation,ImpressicoCompany Name - Impressico,"Lexington, MA, USA","Job Title: SW Sr. Project Manager Job Location: Lexington, MA (ON-SITE) Job Duration: Contractual Share your resume at     We are seeking a highly capable Software Project Manager for International Product Launch who will play a pivotal role in managing and coordinating the successful launch of products in various countries. This role entails overseeing all aspects of the product launch process, ensuring timely execution, and aligning with the organization's strategic objectives. The PM will col",Posted 22 days ago
Sr. Project Manager - Physical Security Construction / Installation,Eliassen GroupCompany Name - Eliassen Group,"Hartford, CT, USA","An insurance industry leader needs a Senior Project Manager to join their team. This is a hybrid position; qualified applicants must reside within reasonable commuting distance of Hartford and be willing and able to work onsite 2-3 days per week.  This is a contract to hire opportunity. Applicants must be willing and able to work on a w2 basis and convert to FTE following contract duration. For our w2 consultants, we offer a great benefits package that includes Medical, Dental, and Vision benefi",Posted 21 days ago | Updated 4 hours ago
Sr. Project Manager - Physical Security Construction / Installation,SAICCompany Name - SAIC,"Chantilly, VA, USA","Job ID: 2313209  Location: CHANTILLY, VA, US  Date Posted: 2023-09-21  Category: Program Management  Subcategory: Project Analyst  Schedule: Full-time  Shift: Day Job  Travel: Yes, 10 % of the Time  Minimum Clearance Required: TS/SCI with Poly  Clearance Level Must Be Able to Obtain: None  Potential for Remote Work: No  Description SAIC has an immediate opening for talent to join our team supporting an Intelligence Community (IC) customer at the NRO as a full-time IT Procurement and Asset Manage",Posted 18 days ago | Updated 3 hours ago
Sr. Project Manager - Physical Security Construction / Installation,EDPSICompany Name - EDPSI,"Woodbridge Township, NJ, USA","Direct financial industry client is looking for the consultant with strong knowledge of Swift Work schedule  Onsite in Iselin, NJ - minimum 3-4 days. Must be willing to travel to NY office at least once a week, or as needed. 7+ years of experience as senior BA / PM.Solid experience of Swift messages, primarily Swift payments and Cash management messages. Experience in swift trade & confirmation.Experience of different payment systems, including Swift, Fedwire, Chips.Experience working on MQ, NDM",Posted 14 days ago | Updated 3 days ago
Sr. Project Manager - Physical Security Construction / Installation,XFORIA IncCompany Name - XFORIA Inc,"Plano, TX, USA","Cas Severn located in Laurel; MD is looking to hire Sr. Network Engineer  to join our growing team. You will be responsible for designing, configuring, monitoring, troubleshooting, securing, and maintaining our networks.  Job Title: Senior Network Engineer Location: Annapolis, MD/Remote  Candidates with the following experience are. Strong understanding of network infrastructure and network hardwareAbility to implement, administer, and troubleshoot network infrastructure devices, including wirel",Posted 4 days ago
IT Procurement and Asset Management Project Manager SETA,SAICCompany Name - SAIC,"Chantilly, VA, USA","Job ID: 2313209  Location: CHANTILLY, VA, US  Date Posted: 2023-09-21  Category: Program Management  Subcategory: Project Analyst  Schedule: Full-time  Shift: Day Job  Travel: Yes, 10 % of the Time  Minimum Clearance Required: TS/SCI with Poly  Clearance Level Must Be Able to Obtain: None  Potential for Remote Work: No  Description SAIC has an immediate opening for talent to join our team supporting an Intelligence Community (IC) customer at the NRO as a full-time IT Procurement and Asset Manage",Posted 18 days ago | Updated 3 hours ago
IT Procurement and Asset Management Project Manager SETA,Shulman FlemingCompany Name - Shulman Fleming,"Woodbridge Township, NJ, USA","Immediate need for a talented Scientist - I (Assistant) . This is a 06+ Months contract opportunity with long-term potential and is located in South San Francisco, CA(Onsite). Please review the job description below and contact me ASAP if you are interested.  Job ID:23-39285  Pay Range: $20 - $25/hour. Employee benefits include, but are not limited to, health insurance (medical, dental, vision), 401(k) plan, and paid sick leave (depending on work location).  Key Responsibilities: Assistance with",Posted 14 days ago
IT Procurement and Asset Management Project Manager SETA,K Source IncCompany Name - K Source Inc,Remote,"Hi ,  This is Sagar from KSource Inc. We have an excellent job opportunity for you below is the JD please have a look.  Job Title: SAP Success Factor HR with Project Manager Exp Location: Nashville, TN Duration: 12+ months Job Description: 10+ years experience in a senior SAP SuccessFactors Project Management role with a minimum of two complete lifecyclesHave a proven track record in successfully delivering large, multi-module SuccessFactors projectsBackground in SAP SuccessFactors implementatio",Posted 21 days ago
IT Procurement and Asset Management Project Manager SETA,"Judge Group, Inc.Company Name - Judge Group, Inc.","Wallingford, CT, USA","Location:  Wallingford, CT  Salary:  Negotiable  Description:  Our client is currently seeking a Sr. Project Manager/Hybrid  To plan, coordinate and track the development of new or complex technologies and their applications. To be involved with project definition and implementation at the process level. To act as a key technical resource to projects to plan the scope of software delivery throughout the phases of the Software Development Lifecycle. To manage Business Analysis, Software Design an",Posted 19 days ago | Updated 4 hours ago
IT Procurement and Asset Management Project Manager SETA,StefaniniCompany Name - Stefanini,"Atlanta, GA, USA","Stefanini Group is hiring! Exciting opportunity awaits, let us help you get started! Click Apply now or you may call:  / email:  for faster processing! Role Description: A SM / PM which is a blended/Hybrid project management role, you must be able to leverage the best of both worlds - waterfall and agile methods to increase results, quicken goals achievement, lower expenses, and bring more project benefits.  The role will be a key management and coordination point ensuring business and security",Posted 18 days ago | Updated moments ago
IT Procurement and Asset Management Project Manager SETA,Arena Technical ResourcesCompany Name - Arena Technical Resources,Remote,"job summary:  This mission-based organization has been a global driver for quality improvement and patient safety in health care for 70 years. Hybrid Improve healthcare outcomes mission oriented organization Low turnover / strong tenure / great culture & growth opportunity (promote from within) Medical, dental and vision care (BCBS PMO & HMO, Delta & VSP) Employee and dependent life insurance Dependent care and health care reimbursement accounts Travel accident Voluntary accidental death & disme",Posted 12 days ago
IT Procurement and Asset Management Project Manager SETA,ExperisCompany Name - Experis,"Camden, NJ, USA","Our Client, one of the Largest Healthcare Company in the US is looking for a IT Project Manager IV in Remote Job Title: IT Project Manager IV Location: Remote ( Candidate MUST sit in Central or Eastern Time Zone and support Eastern core business hours of 8:00 am to 5:00 pm)  Duration: 12 Months with the possibility of extension Job Summary: Maintains information technology strategies by managing staff; researching and implementing technological strategic solutions. Primary Responsibilities: Main",Posted 21 days ago | Updated 4 hours ago
IT Procurement and Asset Management Project Manager SETA,Kapital Data CorpCompany Name - Kapital Data Corp,Remote,"Are you looking to elevate your cyber career? Your technical skills? Your opportunity for growth? Deloitte's Government and Public Services Cyber Practice (GPS Cyber Practice) is the place for you! Our GPS Cyber Practice helps organizations create a cyber minded culture and become stronger, faster, and more innovative. You will become part of a team that advises, implements, and manages solutions across five verticals: Strategy, Defense and Response; Identity; Infrastructure; Data; and Applicati",Posted 14 days ago | Updated 4 days ago
IT Procurement and Asset Management Project Manager SETA,"Computer Enterprises, Inc.Company Name - Computer Enterprises, Inc.","Downingtown, PA, USA","CEIs Fortune 30 Client in Media and Telecommunications is looking for a Construction PM to add to their team! Rate starting at $40.00/hr, W-2 contractOnsite in Downingtown, typical work scheduleSkills: Fiber, Construction, DetailResponsibilities: Oversee and manage construction projects from start to finishDevelop project plans, including timelines, budgets, and resourcesCoordinate and communicate with clients, contractors, and subcontractorsEnsure projects are completed on time and within budge",Posted 22 days ago
IT Procurement and Asset Management Project Manager SETA,"People, Data & SolutionsCompany Name - People, Data & Solutions","Remote or Salt Lake City, UT, USA","Job Description Project Manager  Location: SLC Area, Utah Area Hybrid Role - occasional on-site Length: 1 year+ Technical PM role - working with Dev teams and also working with business stakeholders Strong communication and business acumen working with high level stakeholders. Need to be able to adjust software skills between tech resources and leaders/stakeholders. Manage a budget and assist with the budget process Big picture / group of projects - $1M+ (Individual projects - 100ks project)  Th",Posted 24 days ago | Updated 4 hours ago
